clubQid,name,country,tier,venue,capacity,lat,lon,ticketUrl,source,note,_league,_season,_article,_rosterCapacity,_ourTier,_wikidataLeagues,_hasCoordinates,_sameNameOnMap,_secondSource,_why,_verdict
Q160532,SC Paderborn 07,DE,,,,,,,https://en.wikipedia.org/wiki/SC_Paderborn_07_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,1,Q152665 Q82595,yes,,no second source for this division,the league lists it at tier 4 and the map has it at tier 1 in DE - most likely a P118 left over from last season. Put 4 in the tier cell of data/clubs-manual.csv,wrong-tier
Q797022,BSV Rehden,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q176850,Bahlinger SC,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q16536906,Bayer 04 Leverkusen II,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q692704,Berliner AK 07,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q16559523,Eintracht Braunschweig II,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q666000,FC Bayern Alzenau,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q97927365,FC Erzgebirge Aue,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q5424977,FC Ingolstadt 04 II,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q831887,FC Ismaning,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q1387417,FC Oberlausitz Neugersdorf,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q13426883,FC Viktoria 1889 Berlin,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q566165,FSV Optik Rathenow,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q1514109,Germania Egestorf,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q639472,Goslarer SC 08,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q20994272,RB Leipzig II,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q566172,SC 07 Idar-Oberstein,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q666024,SC Pfullendorf,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q566141,SSVg Velbert,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q97927380,SV Babelsberg 03,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937 Q154069,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q2208389,SV Eichede,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q324983,SV Heimstetten,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q175616,SV Seligenporten,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q176168,TSG Neustrelitz,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q479340,TSV 1896 Rain,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q155452,TuS Koblenz,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q700029,VFC Plauen,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q479366,VfB Auerbach,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q639419,VfB Germania Halberstadt,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q16645947,VfL Wolfsburg II,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q639506,VfR Neumünster,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q819419,Wormatia Worms,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q170157,Wuppertaler SV,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q136089,ZFC Meuselwitz,DE,,,,,,,,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,"the map has this club at this tier and the league does not list it. Either its P118 is stale and it belongs at another tier, or the league article links it under a title the sitelink hop did not resolve",extra-not-in-roster
Q16525407,1. FC Kaiserslautern II,DE,,,,,,,https://en.wikipedia.org/wiki/1._FC_Kaiserslautern_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q15972883,1. FC Köln II,DE,,,,,,,https://en.wikipedia.org/wiki/1._FC_K%C3%B6ln_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,no,,no second source for this division,in the division and on the map at this tier,ok
Q162317,1. FC Lokomotive Leipzig,DE,,,,,,,https://en.wikipedia.org/wiki/1._FC_Lokomotive_Leipzig,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q4545849,1. FC Nürnberg II,DE,,,,,,,https://en.wikipedia.org/wiki/1._FC_N%C3%BCrnberg_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q16525419,1. FSV Mainz 05 II,DE,,,,,,,https://en.wikipedia.org/wiki/1._FSV_Mainz_05_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q159930,BFC Dynamo,DE,,,,,,,https://en.wikipedia.org/wiki/Berliner_FC_Dynamo,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q1921747,BSG Chemie Leipzig,DE,,,,,,,https://en.wikipedia.org/wiki/BSG_Chemie_Leipzig_%281997%29,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q1477042 Q548937 Q6954881,yes,,no second source for this division,in the division and on the map at this tier,ok
Q568276,Bonner SC,DE,,,,,,,https://en.wikipedia.org/wiki/Bonner_SC,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q865720,Borussia Dortmund II,DE,,,,,,,https://en.wikipedia.org/wiki/Borussia_Dortmund_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069 Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q13397712,Borussia Mönchengladbach II,DE,,,,,,,https://en.wikipedia.org/wiki/Borussia_M%C3%B6nchengladbach_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,no,,no second source for this division,in the division and on the map at this tier,ok
Q161554,Chemnitzer FC,DE,,,,,,,https://en.wikipedia.org/wiki/Chemnitzer_FC,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q17321080,DJK Vilzing,DE,,,,,,,https://en.wikipedia.org/wiki/DJK_Vilzing,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q831867,ETSV Weiche,DE,,,,,,,https://en.wikipedia.org/wiki/SC_Weiche_Flensburg_08,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,no,,no second source for this division,in the division and on the map at this tier,ok
Q137499,FC 08 Homburg,DE,,,,,,,https://en.wikipedia.org/wiki/FC_08_Homburg,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q5424829,FC Augsburg II,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Augsburg_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q994701,FC Bayern Munich II,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Bayern_Munich_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q155186,FC Carl Zeiss Jena,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Carl_Zeiss_Jena,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q566136,FC Memmingen,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Memmingen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q170107,FC Rot-Weiß Erfurt,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Rot-Wei%C3%9F_Erfurt,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q3736767,FC Schalke 04 II,DE,,,,,,,https://en.wikipedia.org/wiki/FC_Schalke_04_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,no,,no second source for this division,in the division and on the map at this tier,ok
Q157352,FSV Frankfurt,DE,,,,,,,https://en.wikipedia.org/wiki/FSV_Frankfurt,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q152665 Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q316896,FSV Zwickau,DE,,,,,,,https://en.wikipedia.org/wiki/FSV_Zwickau,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,yes,,no second source for this division,in the division and on the map at this tier,ok
Q479321,FV Illertissen,DE,,,,,,,https://en.wikipedia.org/wiki/FV_Illertissen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q316855,Hallescher FC,DE,,,,,,,https://en.wikipedia.org/wiki/Hallescher_FC,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q5644342,Hamburger SV II,DE,,,,,,,https://en.wikipedia.org/wiki/Hamburger_SV_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,in the division and on the map at this tier,ok
Q16573990,Hannover 96 II,DE,,,,,,,https://en.wikipedia.org/wiki/Hannover_96_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,in the division and on the map at this tier,ok
Q920263,Hertha BSC II,DE,,,,,,,https://en.wikipedia.org/wiki/Hertha_BSC_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937,no,,no second source for this division,in the division and on the map at this tier,ok
Q819354,KSV Hessen Kassel,DE,,,,,,,https://en.wikipedia.org/wiki/KSV_Hessen_Kassel,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q319167,Kickers Emden,DE,,,,,,,https://en.wikipedia.org/wiki/Kickers_Emden,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,yes,,no second source for this division,in the division and on the map at this tier,ok
Q159936,Kickers Offenbach,DE,,,,,,,https://en.wikipedia.org/wiki/Kickers_Offenbach,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q157020,Rot-Weiß Oberhausen,DE,,,,,,,https://en.wikipedia.org/wiki/Rot-Wei%C3%9F_Oberhausen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q821096,SC Eltersdorf,DE,,,,,,,https://en.wikipedia.org/wiki/SC_Eltersdorf,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q479269,SC Wiedenbrück,DE,,,,,,,https://en.wikipedia.org/wiki/SC_Wiedenbr%C3%BCck,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q15849956,SG Barockstadt Fulda-Lehnerz,DE,,,,,,,https://en.wikipedia.org/wiki/SG_Barockstadt_Fulda-Lehnerz,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,no,,no second source for this division,in the division and on the map at this tier,ok
Q2207914,SSV Jeddeloh,DE,,,,,,,https://en.wikipedia.org/wiki/SSV_Jeddeloh,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q539678,no,,no second source for this division,in the division and on the map at this tier,ok
Q14551982,SSV Ulm 1846 Fußball,DE,,,,,,,https://en.wikipedia.org/wiki/SSV_Ulm_1846,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q152665 Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q493464,SV Bergisch Gladbach 09,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Bergisch_Gladbach_09,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
Q647893,SV Eintracht Trier 05,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Eintracht_Trier_05,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q15843660,SV Rödinghausen,DE,,,,,,,https://en.wikipedia.org/wiki/SV_R%C3%B6dinghausen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,no,,no second source for this division,in the division and on the map at this tier,ok
Q639525,SV Sandhausen,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Sandhausen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q152665 Q154069 Q322128,yes,,no second source for this division,in the division and on the map at this tier,ok
Q1565781,SV Tasmania Berlin,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Tasmania_Berlin,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q548937 Q821097,yes,,no second source for this division,in the division and on the map at this tier,ok
Q161034,SV Wacker Burghausen,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Wacker_Burghausen,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q4107588,SV Werder Bremen II,DE,,,,,,,https://en.wikipedia.org/wiki/SV_Werder_Bremen_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069,yes,,no second source for this division,in the division and on the map at this tier,ok
Q7572134,SpVgg Greuther Fürth II,DE,,,,,,,https://en.wikipedia.org/wiki/SpVgg_Greuther_F%C3%BCrth_II,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q340179,no,,no second source for this division,in the division and on the map at this tier,ok
Q158121,SpVgg Unterhaching,DE,,,,,,,https://en.wikipedia.org/wiki/SpVgg_Unterhaching,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q154069 Q340179,yes,,no second source for this division,in the division and on the map at this tier,ok
Q666067,Sportfreunde Lotte,DE,,,,,,,https://en.wikipedia.org/wiki/Sportfreunde_Lotte,,"Regionalliga Suedwest, Regionalliga Nordost, Regionalliga West, Regionalliga Bayern, Regionalliga Nord",2026-27,2026–27 Regionalliga,,4,Q555836,yes,,no second source for this division,in the division and on the map at this tier,ok
